CustomerID,Tenure_Months,Contract_Type,Monthly_Charges,Total_Charges,Payment_Method,Tech_Support_Tickets,Internet_Service_Type,Paperless_Billing,Churn_Status
CUST-00705,18,One year,70.66,1297.44,Bank transfer (automatic),4,DSL,No,Yes
CUST-00706,11,Month-to-month,65.89,708.20,Bank transfer (automatic),1,DSL,No,No
CUST-00707,41,One year,22.58,936.11,Bank transfer (automatic),0,No,No,No
CUST-00708,18,One year,81.32,1424.79,Electronic check,3,Fiber optic,Yes,No
CUST-00709,40,Two year,107.44,4209.85,Credit card (automatic),3,Fiber optic,No,No
CUST-00710,26,One year,24.28,650.15,Mailed check,0,No,Yes,Yes
CUST-00711,21,Month-to-month,93.86,2011.04,Bank transfer (automatic),9,Fiber optic,Yes,Yes
CUST-00712,10,One year,50.52,497.72,Electronic check,5,DSL,No,Yes
CUST-00713,0,One year,107.06, ,Mailed check,2,Fiber optic,No,Yes
CUST-00714,37,Two year,24.25,886.49,Electronic check,1,No,No,No
CUST-00715,29,Two year,97.65,2910.10,Bank transfer (automatic),4,Fiber optic,Yes,Yes
CUST-00716,9,One year,67.88,604.41,Bank transfer (automatic),0,DSL,Yes,No
CUST-00717,5,Month-to-month,107.72,539.82,Bank transfer (automatic),0,Fiber optic,Yes,No
CUST-00718,35,One year,53.11,1909.76,Electronic check,1,DSL,No,No
CUST-00719,43,One year,20.37,867.16,Credit card (automatic),0,No,Yes,No
CUST-00720,4,Month-to-month,68.27,266.48,Electronic check,4,DSL,No,Yes
CUST-00721,17,Two year,94.98,1643.46,Electronic check,1,Fiber optic,No,No
CUST-00722,3,Month-to-month,61.15,179.63,Electronic check,0,DSL,Yes,Yes
CUST-00723,9,Month-to-month,77.4,704.82,Mailed check,2,DSL,Yes,No
CUST-00724,0,Month-to-month,108.97, ,Electronic check,1,Fiber optic,Yes,No
CUST-00725,44,Month-to-month,20.17,863.60,Bank transfer (automatic),2,No,Yes,Yes
CUST-00726,23,Month-to-month,21.3,481.49,Electronic check,6,No,Yes,Yes
CUST-00727,58,Two year,72.71,4133.88,Electronic check,1,DSL,No,No
CUST-00728,42,One year,45.17,1886.40,Bank transfer (automatic),2,DSL,Yes,No
CUST-00729,1,Month-to-month,85.65,84.29,Bank transfer (automatic),0,Fiber optic,No,No
CUST-00730,44,Month-to-month,20.8,941.67,Mailed check,0,No,No,No
CUST-00731,60,One year,56.71,3358.47,Electronic check,0,DSL,Yes,No
CUST-00732,10,Month-to-month,51.93,513.51,Mailed check,0,DSL,Yes,Yes
CUST-00733,9,Month-to-month,101.29,892.80,Electronic check,5,Fiber optic,Yes,Yes
CUST-00734,0,Month-to-month,56.88, ,Electronic check,0,DSL,Yes,No
CUST-00735,54,Two year,96.43,5310.12,Mailed check,3,Fiber optic,No,Yes
CUST-00736,26,One year,83.29,2227.19,Bank transfer (automatic),1,Fiber optic,No,No
CUST-00737,34,Month-to-month,73.85,2498.98,Bank transfer (automatic),2,DSL,Yes,No
CUST-00738,53,Two year,49.99,2711.86,Electronic check,0,DSL,Yes,No
CUST-00739,44,One year,112.77,5072.16,Electronic check,2,Fiber optic,Yes,No
CUST-00740,27,One year,78.73,2149.22,Electronic check,2,Fiber optic,Yes,No
CUST-00741,11,Two year,88.04,986.30,Mailed check,3,Fiber optic,Yes,No
CUST-00742,10,Month-to-month,70.86,718.52,Credit card (automatic),1,DSL,Yes,Yes
CUST-00743,9,One year,60.43,549.71,Mailed check,2,DSL,Yes,Yes
CUST-00744,1,Month-to-month,51.13,50.33,Credit card (automatic),3,DSL,No,Yes
CUST-00745,54,Month-to-month,66.65,3613.14,Credit card (automatic),1,DSL,Yes,No
CUST-00746,6,Month-to-month,76.22,445.72,Mailed check,1,Fiber optic,Yes,No
CUST-00747,9,Month-to-month,80.5,729.13,Credit card (automatic),3,Fiber optic,No,Yes
CUST-00748,48,One year,51.85,2512.43,Bank transfer (automatic),2,DSL,No,Yes
CUST-00749,54,Month-to-month,63.77,3505.82,Credit card (automatic),1,DSL,Yes,No
CUST-00750,25,One year,62.6,1565.66,Electronic check,2,DSL,Yes,No
CUST-00751,1,One year,95.33,93.40,Bank transfer (automatic),3,Fiber optic,Yes,No
CUST-00752,63,Month-to-month,74.75,4684.99,Credit card (automatic),2,Fiber optic,Yes,No
CUST-00753,42,One year,108.03,4663.12,Bank transfer (automatic),1,Fiber optic,Yes,No
CUST-00754,23,One year,47.3,1111.91,Credit card (automatic),0,DSL,No,No
CUST-00755,56,One year,25.29,1457.55,Credit card (automatic),1,No,No,No
CUST-00756,19,Month-to-month,44.87,848.44,Credit card (automatic),2,DSL,Yes,Yes
CUST-00757,8,Month-to-month,112.9,919.64,Electronic check,1,Fiber optic,Yes,No
CUST-00758,0,Month-to-month,84.52, ,Credit card (automatic),4,Fiber optic,Yes,Yes
CUST-00759,23,Month-to-month,104.12,2345.28,Bank transfer (automatic),1,Fiber optic,Yes,Yes
CUST-00760,48,Two year,86.24,4262.99,Electronic check,1,Fiber optic,No,No
CUST-00761,27,Month-to-month,68.71,1901.97,Mailed check,1,DSL,Yes,No
CUST-00762,67,Two year,60.01,4127.52,Credit card (automatic),4,DSL,Yes,Yes
CUST-00763,5,One year,95.68,465.27,Bank transfer (automatic),3,Fiber optic,Yes,Yes
CUST-00764,1,Month-to-month,23.62,23.51,Mailed check,3,No,Yes,Yes
CUST-00765,12,Month-to-month,19.25,233.04,Bank transfer (automatic),1,No,No,No
CUST-00766,31,Two year,20.25,643.11,Credit card (automatic),1,No,Yes,No
CUST-00767,22,One year,110.99,2426.08,Bank transfer (automatic),8,Fiber optic,Yes,Yes
CUST-00768,50,Two year,71.25,3606.69,Electronic check,0,DSL,No,No
CUST-00769,0,Month-to-month,25.68, ,Bank transfer (automatic),2,No,No,No
CUST-00770,28,One year,43.34,1208.70,Electronic check,2,DSL,Yes,No
CUST-00771,19,Month-to-month,76.93,1489.70,Bank transfer (automatic),1,Fiber optic,No,No
CUST-00772,65,Two year,86.44,5456.44,Bank transfer (automatic),1,Fiber optic,No,No
CUST-00773,1,Month-to-month,23.45,23.35,Mailed check,2,No,Yes,Yes
CUST-00774,59,One year,20.62,1241.20,Bank transfer (automatic),2,No,No,No
CUST-00775,36,Month-to-month,55.09,1975.11,Electronic check,3,DSL,No,No
CUST-00776,55,One year,81.09,4353.08,Electronic check,2,Fiber optic,Yes,No
CUST-00777,49,One year,25.07,1232.57,Mailed check,2,No,No,No
CUST-00778,1,Month-to-month,22.36,22.21,Credit card (automatic),1,No,Yes,No
CUST-00779,59,Two year,48.31,2817.72,Bank transfer (automatic),1,DSL,No,No
CUST-00780,17,One year,98.38,1708.72,Credit card (automatic),4,Fiber optic,Yes,No
CUST-00781,7,Month-to-month,77.78,542.53,Electronic check,4,Fiber optic,Yes,No
CUST-00782,33,One year,83.25,2697.41,Electronic check,3,Fiber optic,No,No
CUST-00783,19,Two year,67.84,1258.25,Electronic check,1,DSL,Yes,No
CUST-00784,9,Month-to-month,106.96,987.45,Credit card (automatic),2,Fiber optic,Yes,Yes
CUST-00785,6,Month-to-month,21.5,130.61,Bank transfer (automatic),2,No,Yes,No
CUST-00786,43,One year,78.15,3283.45,Electronic check,2,Fiber optic,Yes,No
CUST-00787,22,One year,80.31,1721.38,Credit card (automatic),2,Fiber optic,Yes,No
CUST-00788,43,Two year,62.14,2678.67,Mailed check,0,DSL,No,No
CUST-00789,14,One year,98.71,1369.40,Bank transfer (automatic),2,Fiber optic,No,No
CUST-00790,48,Two year,74.12,3581.83,Credit card (automatic),1,DSL,Yes,No
CUST-00791,33,Month-to-month,83.07,2763.94,Mailed check,3,Fiber optic,No,Yes
CUST-00792,71,Two year,64.78,4553.62,Credit card (automatic),2,DSL,Yes,No
CUST-00793,8,Month-to-month,70.13,559.78,Bank transfer (automatic),4,Fiber optic,Yes,Yes
CUST-00794,21,Month-to-month,59.65,1281.44,Credit card (automatic),3,DSL,Yes,Yes
CUST-00795,6,Month-to-month,89.41,546.02,Mailed check,1,Fiber optic,No,Yes
CUST-00796,10,One year,75.86,766.83,Electronic check,4,Fiber optic,No,Yes
CUST-00797,8,Month-to-month,74.94,612.40,Electronic check,1,DSL,Yes,No
CUST-00798,29,Month-to-month,75.27,2213.86,Electronic check,0,Fiber optic,No,No
CUST-00799,10,Month-to-month,20.24,205.04,Mailed check,3,No,Yes,No
CUST-00800,16,One year,69.22,1103.98,Mailed check,0,DSL,Yes,No
CUST-00801,65,One year,19.61,1267.35,Electronic check,0,No,No,No
CUST-00802,37,Two year,73.74,2687.02,Bank transfer (automatic),3,Fiber optic,No,No
CUST-00803,36,Month-to-month,117.26,4329.24,Credit card (automatic),3,Fiber optic,Yes,Yes
CUST-00804,6,Month-to-month,84.31,508.89,Mailed check,3,Fiber optic,Yes,Yes
CUST-00805,7,Month-to-month,44.71,317.16,Credit card (automatic),0,DSL,No,Yes
CUST-00806,2,Month-to-month,76.88,149.64,Mailed check,7,Fiber optic,Yes,No
CUST-00807,9,Two year,50.6,465.27,Electronic check,2,DSL,Yes,No
CUST-00808,59,One year,77.39,4484.41,Credit card (automatic),1,DSL,Yes,No
CUST-00809,48,Two year,70.78,3431.52,Credit card (automatic),1,Fiber optic,No,No
CUST-00810,3,One year,71.36,209.82,Bank transfer (automatic),0,DSL,Yes,Yes
CUST-00811,22,Two year,24.11,517.28,Credit card (automatic),2,No,No,No
CUST-00812,1,Month-to-month,60.69,59.76,Mailed check,0,DSL,Yes,No
CUST-00813,17,Two year,25.25,425.44,Electronic check,3,No,No,No
CUST-00814,64,Two year,70.65,4407.06,Credit card (automatic),2,Fiber optic,No,No
CUST-00815,10,Month-to-month,94.14,928.81,Electronic check,1,Fiber optic,No,Yes
CUST-00816,51,Month-to-month,82.36,4222.69,Credit card (automatic),1,Fiber optic,Yes,Yes
CUST-00817,17,Month-to-month,70.23,1191.97,Electronic check,1,DSL,No,No
CUST-00818,55,Two year,48.81,2721.00,Bank transfer (automatic),1,DSL,Yes,No
CUST-00819,0,Month-to-month,112.66, ,Credit card (automatic),2,Fiber optic,Yes,No
CUST-00820,30,Month-to-month,89.77,2707.52,Credit card (automatic),2,Fiber optic,Yes,No
CUST-00821,30,Month-to-month,76.62,2341.84,Credit card (automatic),1,Fiber optic,Yes,No
CUST-00822,24,Month-to-month,18.51,447.98,Electronic check,3,No,Yes,No
CUST-00823,5,Month-to-month,103.61,506.13,Bank transfer (automatic),4,Fiber optic,Yes,Yes
CUST-00824,10,One year,115.26,1166.71,Credit card (automatic),1,Fiber optic,Yes,No
CUST-00825,11,Month-to-month,77.8,846.86,Electronic check,0,DSL,No,No
CUST-00826,2,One year,112.62,218.83,Bank transfer (automatic),2,Fiber optic,Yes,No
CUST-00827,67,Two year,56.68,3685.32,Electronic check,4,DSL,Yes,Yes
CUST-00828,4,One year,75.47,296.87,Mailed check,6,DSL,Yes,Yes
CUST-00829,17,One year,23.08,385.07,Electronic check,3,No,Yes,Yes
CUST-00830,55,Month-to-month,18.72,1022.99,Electronic check,3,No,Yes,No
CUST-00831,24,Two year,19.53,480.66,Bank transfer (automatic),1,No,Yes,No
CUST-00832,26,One year,88.77,2318.33,Credit card (automatic),4,Fiber optic,Yes,No
CUST-00833,24,Month-to-month,20.55,478.71,Bank transfer (automatic),1,No,No,No
CUST-00834,35,One year,54.73,1959.02,Mailed check,2,DSL,No,No
CUST-00835,10,Month-to-month,69.25,673.75,Mailed check,2,DSL,Yes,Yes
CUST-00836,3,One year,44.64,137.56,Credit card (automatic),1,DSL,No,No
CUST-00837,35,Month-to-month,99.53,3570.20,Electronic check,4,Fiber optic,No,Yes
CUST-00838,31,One year,86.41,2668.99,Bank transfer (automatic),2,Fiber optic,No,No
CUST-00839,38,One year,74.62,2845.83,Electronic check,0,DSL,Yes,No
CUST-00840,11,Month-to-month,18.68,204.20,Credit card (automatic),0,No,Yes,No
CUST-00841,23,Month-to-month,117.37,2633.12,Electronic check,2,Fiber optic,No,Yes
CUST-00842,5,Month-to-month,45.45,220.63,Mailed check,0,DSL,No,No
CUST-00843,58,One year,58.31,3376.49,Electronic check,0,DSL,Yes,No
CUST-00844,2,Month-to-month,24.68,50.62,Credit card (automatic),2,No,Yes,Yes
CUST-00845,10,Month-to-month,54.22,527.71,Credit card (automatic),2,DSL,No,No
CUST-00846,17,Month-to-month,111.44,1920.82,Mailed check,2,Fiber optic,Yes,Yes
CUST-00847,6,Month-to-month,77.56,455.33,Electronic check,1,DSL,No,No
CUST-00848,29,Month-to-month,19.17,563.57,Credit card (automatic),2,No,No,No
CUST-00849,33,Month-to-month,93.27,3069.31,Credit card (automatic),3,Fiber optic,Yes,Yes
CUST-00850,18,Two year,50.9,913.01,Electronic check,1,DSL,Yes,No
CUST-00851,1,Month-to-month,107.39,109.36,Bank transfer (automatic),3,Fiber optic,No,Yes
CUST-00852,6,Month-to-month,75.26,442.78,Credit card (automatic),0,Fiber optic,No,No
CUST-00853,2,Month-to-month,107.77,214.97,Bank transfer (automatic),3,Fiber optic,Yes,Yes
CUST-00854,41,Two year,23.32,931.97,Bank transfer (automatic),0,No,Yes,No
CUST-00855,22,Month-to-month,22.99,511.47,Mailed check,2,No,No,No
CUST-00856,64,One year,58.31,3665.23,Bank transfer (automatic),1,DSL,Yes,No
CUST-00857,27,Two year,60.76,1650.38,Credit card (automatic),1,DSL,Yes,No
CUST-00858,56,Two year,19.0,1059.48,Bank transfer (automatic),0,No,Yes,No
CUST-00859,50,Two year,83.16,4257.14,Bank transfer (automatic),4,Fiber optic,No,Yes
CUST-00860,31,Two year,75.75,2349.63,Electronic check,1,DSL,Yes,No
CUST-00861,31,One year,21.56,680.78,Credit card (automatic),2,No,Yes,No
CUST-00862,44,Month-to-month,57.16,2576.23,Mailed check,1,DSL,No,Yes
CUST-00863,11,Month-to-month,72.31,774.36,Credit card (automatic),4,Fiber optic,No,No
CUST-00864,22,One year,24.88,538.85,Mailed check,0,No,Yes,No
CUST-00865,34,Month-to-month,106.73,3547.36,Electronic check,2,Fiber optic,No,No
CUST-00866,22,One year,18.94,407.19,Bank transfer (automatic),3,No,No,No
CUST-00867,18,One year,19.38,338.91,Bank transfer (automatic),3,No,Yes,No
CUST-00868,29,One year,47.0,1367.70,Electronic check,3,DSL,Yes,No
CUST-00869,11,Month-to-month,101.84,1106.13,Credit card (automatic),2,Fiber optic,Yes,No
CUST-00870,62,Two year,19.44,1199.43,Electronic check,2,No,Yes,No
CUST-00871,0,Two year,25.71, ,Mailed check,3,No,No,No
CUST-00872,59,One year,97.97,5823.83,Mailed check,3,Fiber optic,Yes,No
CUST-00873,18,Month-to-month,74.17,1340.63,Electronic check,2,DSL,Yes,No
CUST-00874,5,Month-to-month,105.59,526.20,Bank transfer (automatic),0,Fiber optic,Yes,No
CUST-00875,14,Month-to-month,71.19,1002.14,Electronic check,3,Fiber optic,Yes,Yes
CUST-00876,41,One year,57.83,2323.61,Electronic check,3,DSL,Yes,Yes
CUST-00877,54,Two year,55.66,3006.82,Electronic check,2,DSL,Yes,No
CUST-00878,11,One year,116.42,1316.14,Mailed check,2,Fiber optic,Yes,No
CUST-00879,1,Month-to-month,86.49,88.80,Electronic check,3,Fiber optic,No,Yes
CUST-00880,1,Month-to-month,23.41,23.83,Mailed check,0,No,Yes,No
CUST-00881,18,Month-to-month,63.96,1158.94,Bank transfer (automatic),1,DSL,Yes,No
CUST-00882,8,Month-to-month,69.31,550.49,Mailed check,2,DSL,Yes,No
CUST-00883,30,Month-to-month,18.71,549.01,Electronic check,1,No,No,No
CUST-00884,55,Month-to-month,115.38,6485.63,Bank transfer (automatic),5,Fiber optic,Yes,Yes
CUST-00885,33,Month-to-month,78.65,2642.64,Credit card (automatic),1,DSL,Yes,Yes
CUST-00886,4,Month-to-month,62.68,249.63,Electronic check,3,DSL,Yes,Yes
CUST-00887,11,Month-to-month,48.48,536.01,Electronic check,1,DSL,Yes,No
CUST-00888,5,Month-to-month,74.15,371.78,Electronic check,3,DSL,Yes,Yes
CUST-00889,21,Month-to-month,66.06,1354.69,Electronic check,2,DSL,Yes,No
CUST-00890,15,Two year,22.93,348.86,Electronic check,2,No,No,No
CUST-00891,51,One year,74.71,3773.34,Mailed check,3,DSL,No,No
CUST-00892,19,Two year,105.66,1999.14,Bank transfer (automatic),2,Fiber optic,No,Yes
CUST-00893,55,Two year,114.84,6343.89,Mailed check,4,Fiber optic,Yes,Yes
CUST-00894,20,One year,116.68,2399.51,Mailed check,5,Fiber optic,No,Yes
CUST-00895,1,Month-to-month,20.84,20.98,Bank transfer (automatic),0,No,No,No
CUST-00896,3,Month-to-month,79.65,235.99,Bank transfer (automatic),3,Fiber optic,Yes,Yes
CUST-00897,11,Month-to-month,21.14,225.89,Mailed check,0,No,Yes,Yes
CUST-00898,49,One year,77.72,3764.45,Electronic check,3,DSL,Yes,Yes
CUST-00899,58,Month-to-month,19.69,1147.08,Mailed check,2,No,Yes,Yes
CUST-00900,19,Two year,64.02,1218.49,Mailed check,1,DSL,No,No
CUST-00901,2,One year,45.57,92.78,Electronic check,3,DSL,No,No
CUST-00902,26,One year,24.49,617.89,Electronic check,4,No,Yes,Yes
CUST-00903,65,Month-to-month,66.82,4454.80,Bank transfer (automatic),0,DSL,Yes,No
CUST-00904,15,Month-to-month,95.45,1459.97,Credit card (automatic),2,Fiber optic,Yes,No
CUST-00905,26,One year,65.43,1673.08,Electronic check,3,DSL,No,Yes
CUST-00906,4,Month-to-month,19.13,74.70,Electronic check,0,No,No,No
CUST-00907,29,Month-to-month,112.0,3291.45,Electronic check,0,Fiber optic,Yes,No
CUST-00908,36,Month-to-month,20.8,750.81,Electronic check,2,No,Yes,No
CUST-00909,56,Month-to-month,48.66,2769.34,Credit card (automatic),0,DSL,Yes,No
CUST-00910,29,Month-to-month,18.36,522.63,Credit card (automatic),3,No,Yes,Yes
CUST-00911,47,One year,72.96,3448.03,Credit card (automatic),4,Fiber optic,Yes,Yes
CUST-00912,0,Month-to-month,102.74, ,Credit card (automatic),2,Fiber optic,No,Yes
CUST-00913,43,Month-to-month,23.64,1041.42,Mailed check,2,No,Yes,No
CUST-00914,39,Two year,77.26,3100.01,Bank transfer (automatic),0,Fiber optic,Yes,No
CUST-00915,34,One year,99.53,3434.92,Bank transfer (automatic),3,Fiber optic,Yes,No
CUST-00916,0,One year,93.55, ,Electronic check,1,Fiber optic,Yes,No
CUST-00917,37,Month-to-month,76.61,2918.08,Bank transfer (automatic),3,DSL,Yes,No
CUST-00918,13,Month-to-month,102.43,1368.36,Bank transfer (automatic),0,Fiber optic,Yes,Yes
CUST-00919,12,Two year,61.44,757.87,Credit card (automatic),2,DSL,Yes,No
CUST-00920,11,One year,83.83,917.32,Electronic check,3,Fiber optic,Yes,Yes
CUST-00921,19,One year,21.71,403.21,Credit card (automatic),0,No,No,No
CUST-00922,25,Two year,82.05,2006.40,Mailed check,0,Fiber optic,No,No
CUST-00923,59,One year,23.34,1342.90,Mailed check,0,No,Yes,No
CUST-00924,1,Two year,64.12,62.20,Electronic check,1,DSL,Yes,No
CUST-00925,2,Month-to-month,20.47,40.68,Electronic check,4,No,Yes,Yes
CUST-00926,72,Two year,18.34,1357.82,Electronic check,4,No,Yes,Yes
CUST-00927,41,Two year,25.62,1023.80,Credit card (automatic),1,No,No,No
CUST-00928,16,One year,44.43,712.30,Mailed check,5,DSL,Yes,Yes
CUST-00929,26,One year,22.35,592.43,Electronic check,3,No,Yes,No
CUST-00930,30,Month-to-month,111.54,3438.29,Mailed check,2,Fiber optic,Yes,No
CUST-00931,0,Month-to-month,100.28, ,Electronic check,1,Fiber optic,Yes,No
CUST-00932,21,Two year,63.86,1353.49,Bank transfer (automatic),1,DSL,Yes,No
CUST-00933,2,Month-to-month,23.61,48.35,Electronic check,3,No,No,Yes
CUST-00934,0,One year,85.02, ,Bank transfer (automatic),1,Fiber optic,Yes,No
CUST-00935,13,Two year,21.17,274.69,Bank transfer (automatic),2,No,Yes,No
CUST-00936,17,Month-to-month,74.12,1241.30,Electronic check,1,Fiber optic,Yes,No
CUST-00937,4,Month-to-month,42.67,166.37,Electronic check,2,DSL,Yes,Yes
CUST-00938,22,Month-to-month,20.23,440.98,Credit card (automatic),5,No,Yes,Yes
CUST-00939,24,Month-to-month,24.36,587.69,Mailed check,2,No,Yes,Yes
CUST-00940,43,Two year,64.76,2865.25,Electronic check,1,DSL,No,No
CUST-00941,38,One year,47.57,1776.00,Credit card (automatic),1,DSL,No,No
CUST-00942,30,Month-to-month,90.79,2731.87,Bank transfer (automatic),3,Fiber optic,No,No
CUST-00943,39,Two year,70.95,2774.01,Electronic check,2,Fiber optic,No,No
CUST-00944,26,One year,24.27,617.45,Mailed check,1,No,No,No
CUST-00945,57,One year,92.48,5121.59,Bank transfer (automatic),4,Fiber optic,Yes,Yes
CUST-00946,49,One year,83.5,4204.90,Electronic check,3,Fiber optic,Yes,No
CUST-00947,35,One year,70.46,2534.40,Mailed check,1,DSL,No,No
CUST-00948,20,Month-to-month,117.3,2328.05,Mailed check,2,Fiber optic,Yes,No
CUST-00949,22,Two year,89.66,1937.41,Credit card (automatic),4,Fiber optic,Yes,Yes
CUST-00950,55,Two year,107.32,6010.53,Electronic check,2,Fiber optic,Yes,No
CUST-00951,23,One year,85.66,1929.26,Mailed check,3,Fiber optic,Yes,No
CUST-00952,26,Two year,23.94,635.60,Electronic check,1,No,Yes,No
CUST-00953,60,One year,117.05,6997.16,Electronic check,3,Fiber optic,Yes,No
CUST-00954,13,Month-to-month,66.17,839.86,Electronic check,3,DSL,Yes,No
CUST-00955,2,Month-to-month,81.65,167.94,Credit card (automatic),0,Fiber optic,Yes,No
CUST-00956,1,Month-to-month,67.62,65.79,Mailed check,2,DSL,No,No
CUST-00957,40,One year,111.17,4414.21,Electronic check,2,Fiber optic,Yes,No
CUST-00958,48,One year,57.2,2764.10,Electronic check,3,DSL,No,No
CUST-00959,29,Month-to-month,22.92,652.64,Bank transfer (automatic),2,No,No,No
CUST-00960,61,Two year,82.31,5060.26,Mailed check,1,Fiber optic,No,No
CUST-00961,39,One year,21.66,845.43,Electronic check,0,No,No,No
CUST-00962,55,One year,78.08,4308.67,Mailed check,5,Fiber optic,Yes,No
CUST-00963,3,Month-to-month,110.73,329.18,Electronic check,0,Fiber optic,No,Yes
CUST-00964,24,One year,74.71,1837.39,Bank transfer (automatic),2,Fiber optic,No,No
CUST-00965,14,Month-to-month,72.72,1036.20,Mailed check,1,Fiber optic,Yes,Yes
CUST-00966,4,One year,61.95,246.46,Mailed check,1,DSL,Yes,No
CUST-00967,18,One year,98.4,1791.06,Credit card (automatic),3,Fiber optic,Yes,Yes
CUST-00968,2,Month-to-month,114.77,226.65,Credit card (automatic),0,Fiber optic,Yes,No
CUST-00969,14,Month-to-month,79.91,1145.60,Bank transfer (automatic),2,Fiber optic,No,Yes
CUST-00970,10,Month-to-month,24.09,241.46,Mailed check,0,No,Yes,No
CUST-00971,44,One year,101.4,4475.46,Mailed check,3,Fiber optic,No,No
CUST-00972,17,Month-to-month,69.5,1146.86,Credit card (automatic),3,DSL,Yes,Yes
CUST-00973,9,Two year,48.23,437.73,Credit card (automatic),4,DSL,Yes,Yes
CUST-00974,44,One year,58.75,2511.74,Electronic check,0,DSL,No,No
CUST-00975,7,Month-to-month,20.92,148.07,Electronic check,2,No,Yes,Yes
CUST-00976,6,Month-to-month,104.1,622.98,Mailed check,3,Fiber optic,Yes,No
CUST-00977,35,Two year,98.93,3466.06,Mailed check,1,Fiber optic,No,No
CUST-00978,8,Month-to-month,117.17,962.15,Bank transfer (automatic),4,Fiber optic,No,Yes
CUST-00979,9,Month-to-month,76.76,708.27,Electronic check,1,Fiber optic,Yes,Yes
CUST-00980,5,Month-to-month,93.09,453.01,Electronic check,1,Fiber optic,No,Yes
CUST-00981,11,Month-to-month,67.76,765.45,Mailed check,2,DSL,Yes,No
CUST-00982,5,Month-to-month,87.98,429.09,Credit card (automatic),1,Fiber optic,Yes,No
CUST-00983,3,Month-to-month,115.01,340.97,Bank transfer (automatic),1,Fiber optic,Yes,No
CUST-00984,54,Month-to-month,111.56,6049.30,Bank transfer (automatic),3,Fiber optic,No,Yes
CUST-00985,64,Two year,112.56,7291.34,Electronic check,1,Fiber optic,Yes,No
CUST-00986,14,Two year,99.69,1422.64,Electronic check,3,Fiber optic,Yes,No
CUST-00987,1,Month-to-month,92.99,93.09,Bank transfer (automatic),2,Fiber optic,No,No
CUST-00988,13,Month-to-month,21.01,270.18,Electronic check,3,No,No,Yes
CUST-00989,9,Month-to-month,19.15,172.77,Bank transfer (automatic),3,No,Yes,Yes
CUST-00990,47,Two year,77.02,3530.39,Mailed check,1,DSL,Yes,No
CUST-00991,30,One year,20.23,592.86,Electronic check,2,No,Yes,No
CUST-00992,53,Two year,24.27,1297.19,Mailed check,2,No,Yes,No
CUST-00993,0,Two year,42.93, ,Credit card (automatic),1,DSL,No,Yes
CUST-00994,16,One year,56.39,894.72,Electronic check,2,DSL,Yes,No
CUST-00995,57,Two year,22.53,1249.29,Credit card (automatic),0,No,Yes,No
CUST-00996,19,Month-to-month,53.94,1030.23,Electronic check,2,DSL,No,No
CUST-00997,15,One year,49.56,763.44,Mailed check,3,DSL,No,Yes
CUST-00998,20,Two year,73.48,1457.24,Bank transfer (automatic),1,Fiber optic,Yes,No
CUST-00999,14,One year,78.5,1101.75,Credit card (automatic),0,DSL,Yes,No
CUST-01000,1,Month-to-month,24.9,25.59,Electronic check,0,No,No,Yes
CUST-01001,52,Two year,53.87,2758.87,Electronic check,3,DSL,Yes,No
CUST-01002,31,Month-to-month,43.07,1360.19,Bank transfer (automatic),2,DSL,Yes,No
CUST-01003,23,Month-to-month,96.35,2185.46,Electronic check,3,Fiber optic,Yes,Yes
CUST-01004,50,Two year,20.66,1055.24,Bank transfer (automatic),2,No,Yes,No
CUST-01005,3,Month-to-month,75.64,222.70,Electronic check,3,Fiber optic,Yes,Yes
CUST-01006,36,One year,71.27,2519.48,Mailed check,2,DSL,Yes,No
CUST-01007,0,Month-to-month,86.49, ,Bank transfer (automatic),2,Fiber optic,No,Yes
CUST-01008,0,Month-to-month,117.43, ,Electronic check,0,Fiber optic,No,Yes
CUST-01009,9,Month-to-month,68.21,596.43,Mailed check,1,DSL,Yes,Yes
CUST-01010,51,Month-to-month,73.07,3651.95,Mailed check,1,DSL,No,No
CUST-01011,20,Month-to-month,100.31,1989.55,Electronic check,1,Fiber optic,No,Yes
CUST-01012,57,One year,22.46,1282.07,Credit card (automatic),0,No,Yes,No
CUST-01013,20,Two year,90.87,1859.84,Credit card (automatic),1,Fiber optic,Yes,No
CUST-01014,4,Month-to-month,74.05,298.51,Mailed check,2,Fiber optic,No,Yes
CUST-01015,42,One year,105.95,4437.23,Electronic check,3,Fiber optic,Yes,Yes
CUST-01016,46,Month-to-month,54.87,2589.67,Mailed check,3,DSL,Yes,Yes
CUST-01017,60,One year,79.59,4738.64,Credit card (automatic),2,Fiber optic,Yes,No
CUST-01018,10,Month-to-month,46.66,455.59,Mailed check,1,DSL,No,Yes
CUST-01019,64,Two year,45.35,2980.13,Mailed check,2,DSL,Yes,No
CUST-01020,51,Month-to-month,93.18,4784.35,Credit card (automatic),3,Fiber optic,No,No
CUST-01021,44,Two year,110.8,4974.82,Bank transfer (automatic),1,Fiber optic,Yes,No
CUST-01022,13,Two year,76.27,965.67,Mailed check,5,Fiber optic,Yes,Yes
CUST-01023,38,One year,22.11,862.80,Bank transfer (automatic),1,No,No,No
CUST-01024,63,One year,21.09,1366.93,Bank transfer (automatic),4,No,Yes,Yes
CUST-01025,38,Month-to-month,22.3,822.57,Electronic check,0,No,No,No
CUST-01026,49,One year,72.83,3586.07,Mailed check,0,Fiber optic,Yes,No
